 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00 
 5.00000000e-02  5.00000000e-02  5.00000000e-02 -2.23762687e-04  5.00000000e-02  1.00000000e+00 
 1.00000000e-01  1.00000000e-01  1.00000000e-01 -4.42001802e-04  1.00000000e-01  1.00000000e+00 
 1.50000000e-01  1.50000000e-01  1.50000000e-01 -6.54602245e-04  1.50000000e-01  1.00000000e+00 
 2.00000000e-01  2.00000000e-01  2.00000000e-01 -8.61448915e-04  2.00000000e-01  1.00000000e+00 
 2.50000000e-01  2.50000000e-01  2.50000000e-01 -1.06242671e-03  2.50000000e-01  1.00000000e+00 
 3.00000000e-01  3.00000000e-01  3.00000000e-01 -1.25742054e-03  3.00000000e-01  1.00000000e+00 
 3.50000000e-01  3.50000000e-01  3.50000000e-01 -1.44631529e-03  3.50000000e-01  1.00000000e+00 
 4.00000000e-01  4.00000000e-01  4.00000000e-01 -1.62899587e-03  4.00000000e-01  1.00000000e+00 
 4.50000000e-01  4.50000000e-01  4.50000000e-01 -1.80534718e-03  4.50000000e-01  1.00000000e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.97525412e-03  5.00000000e-01  1.00000000e+00 
 5.50000000e-01  5.50000000e-01  5.50000000e-01 -2.13860159e-03  5.50000000e-01  1.00000000e+00 
 6.00000000e-01  6.00000000e-01  6.00000000e-01 -2.29527448e-03  6.00000000e-01  1.00000000e+00 
 6.50000000e-01  6.50000000e-01  6.50000000e-01 -2.44515770e-03  6.50000000e-01  1.00000000e+00 
 7.00000000e-01  7.00000000e-01  7.00000000e-01 -2.58813615e-03  7.00000000e-01  1.00000000e+00 
 7.50000000e-01  7.50000000e-01  7.50000000e-01 -2.72409472e-03  7.50000000e-01  1.00000000e+00 
 8.00000000e-01  8.00000000e-01  8.00000000e-01 -2.85291832e-03  8.00000000e-01  1.00000000e+00 
 8.50000000e-01  8.50000000e-01  8.50000000e-01 -2.97449185e-03  8.50000000e-01  1.00000000e+00 
 9.00000000e-01  9.00000000e-01  9.00000000e-01 -3.08870021e-03  9.00000000e-01  1.00000000e+00 
 9.50000000e-01  9.50000000e-01  9.50000000e-01 -3.19542830e-03  9.50000000e-01  1.00000000e+00 
 1.00000000e+00  1.00000000e+00  1.00000000e+00 -3.29456101e-03  1.00000000e+00  1.00000000e+00 
 1.05000000e+00  1.05000000e+00  1.05000000e+00 -3.38598326e-03  1.05000000e+00  1.00000000e+00 
 1.10000000e+00  1.10000000e+00  1.10000000e+00 -3.46957993e-03  1.10000000e+00  1.00000000e+00 
 1.15000000e+00  1.15000000e+00  1.15000000e+00 -3.54523592e-03  1.15000000e+00  1.00000000e+00 
 1.20000000e+00  1.20000000e+00  1.20000000e+00 -3.61283615e-03  1.20000000e+00  1.00000000e+00 
 1.25000000e+00  1.25000000e+00  1.25000000e+00 -3.67226550e-03  1.25000000e+00  1.00000000e+00 
 1.30000000e+00  1.30000000e+00  1.30000000e+00 -3.72340888e-03  1.30000000e+00  1.00000000e+00 
 1.35000000e+00  1.35000000e+00  1.35000000e+00 -3.76615119e-03  1.35000000e+00  1.00000000e+00 
 1.40000000e+00  1.40000000e+00  1.40000000e+00 -3.80037733e-03  1.40000000e+00  1.00000000e+00 
 1.45000000e+00  1.45000000e+00  1.45000000e+00 -3.82597219e-03  1.45000000e+00  1.00000000e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00 -3.84385426e-03  1.50000000e+00  1.00000000e+00 
 1.55000000e+00  1.55000000e+00  1.55000000e+00 -3.86056667e-03  1.55000000e+00  1.00000000e+00 
 1.60000000e+00  1.60000000e+00  1.60000000e+00 -3.87727908e-03  1.60000000e+00  1.00000000e+00 
 1.65000000e+00  1.65000000e+00  1.65000000e+00 -3.89399149e-03  1.65000000e+00  1.00000000e+00 
 1.70000000e+00  1.70000000e+00  1.70000000e+00 -3.91070390e-03  1.70000000e+00  1.00000000e+00 
 1.75000000e+00  1.75000000e+00  1.75000000e+00 -3.92741631e-03  1.75000000e+00  1.00000000e+00 
 1.80000000e+00  1.80000000e+00  1.80000000e+00 -3.94412872e-03  1.80000000e+00  1.00000000e+00 
 1.85000000e+00  1.85000000e+00  1.85000000e+00 -3.96084113e-03  1.85000000e+00  1.00000000e+00 
 1.90000000e+00  1.90000000e+00  1.90000000e+00 -3.97755354e-03  1.90000000e+00  1.00000000e+00 
 1.95000000e+00  1.95000000e+00  1.95000000e+00 -3.99426595e-03  1.95000000e+00  1.00000000e+00 
 2.00000000e+00  2.00000000e+00  2.00000000e+00 -4.01097836e-03  2.00000000e+00  1.00000000e+00 
 2.05000000e+00  2.05000000e+00  2.05000000e+00 -4.02769077e-03  2.05000000e+00  1.00000000e+00 
 2.10000000e+00  2.10000000e+00  2.10000000e+00 -4.04440318e-03  2.10000000e+00  1.00000000e+00 
 2.15000000e+00  2.15000000e+00  2.15000000e+00 -4.06111559e-03  2.15000000e+00  1.00000000e+00 
 2.20000000e+00  2.20000000e+00  2.20000000e+00 -4.07782800e-03  2.20000000e+00  1.00000000e+00 
 2.25000000e+00  2.25000000e+00  2.25000000e+00 -4.09454041e-03  2.25000000e+00  1.00000000e+00 
 2.30000000e+00  2.30000000e+00  2.30000000e+00 -4.11125282e-03  2.30000000e+00  1.00000000e+00 
